RCDTS,School Name,ambitious_instruction,collaborative_teachers,involved_families,supportive_environment,Year
150162990252361,Mount Greenwood Elem School,84.0,83.0,92.0,75.0,2023
150162990252089,Mosaic School of Fine Arts,68.0,50.0,54.0,63.0,2023
150162990252844,Morton Elem Career Academy,68.0,35.0,51.0,34.0,2023
150162990252357,Morrill Elem Math & Sci School,68.0,23.0,29.0,46.0,2023
150162990250031,Morgan Park High School,61.0,49.0,56.0,44.0,2023
150162990252356,Moos Elem School,32.0,42.0,52.0,29.0,2023
15016299025233,Montessori of Englewood Chtr ES,56.0,53.0,47.0,43.0,2023
150162990252355,Monroe Elem School,51.0,52.0,55.0,46.0,2023
150162990252488,Monarcas Academy,82.0,29.0,54.0,57.0,2023
150162990252354,Mollison Elem School,,32.0,29.0,,2023
150162990252353,Mitchell Elem School,74.0,82.0,94.0,45.0,2023
150162990252452,Mireles Elem Academy,62.0,50.0,42.0,33.0,2023
150162990252339,Minnie Minoso Academy,66.0,51.0,55.0,62.0,2023
150162990252804,Metcalfe Elem Community Academy,,,,,2023
150162990252352,Melody Elem School,75.0,70.0,63.0,63.0,2023
150162990252349,McPherson Elem School,47.0,14.0,47.0,34.0,2023
150162990252634,McNair Elem School,89.0,76.0,67.0,86.0,2023
150162990252346,McKay Elem School,59.0,63.0,60.0,25.0,2023
150162990252737,McDowell Elem School,99.0,73.0,62.0,91.0,2023
150162990252345,McDade Elem Classical School,46.0,41.0,,21.0,2023
150162990252344,McCutcheon Elem School,76.0,55.0,58.0,73.0,2023
150162990252341,McCormick Elem School,68.0,48.0,65.0,69.0,2023
150162990252877,McAuliffe Elem School,43.0,39.0,53.0,47.0,2023
150162990252802,Mays Elem Academy,91.0,73.0,65.0,50.0,2023
150162990252337,Mayer Elem School,60.0,44.0,68.0,51.0,2023
150162990250030,Mather High School,55.0,48.0,46.0,48.0,2023
150162990252334,Mason Elem School,83.0,55.0,62.0,51.0,2023
150162990250029,Marshall Metropolitan High School,74.0,73.0,71.0,47.0,2023
150162990252331,Marsh Elem School,50.0,47.0,56.0,43.0,2023
150162990252330,Marquette Elem School,52.0,59.0,60.0,36.0,2023
150162990252912,Marine Leadership Academy - Ames,58.0,50.0,50.0,48.0,2023
150162990252328,Mann Elem School,63.0,75.0,52.0,24.0,2023
150162990250616,Manley Career Academy High School,32.0,51.0,39.0,26.0,2023
150162990252326,Manierre Elem School,33.0,26.0,34.0,32.0,2023
150162990252324,Madison Elem School,75.0,73.0,56.0,59.0,2023
150162990252838,Madero Middle School,85.0,69.0,71.0,60.0,2023
150162990252323,Lyon Elem School,53.0,49.0,58.0,42.0,2023
150162990252303,Lozano Elem Bilingual & Intl Ctr,41.0,49.0,47.0,39.0,2023
150162990252321,Lowell Elem School,53.0,20.0,39.0,33.0,2023
150162990252319,Lovett Elem School,69.0,77.0,54.0,53.0,2023
15016299025206,Locke A Elem Charter Academy,,,,,2023
150162990252317,Locke  J Elem School,54.0,57.0,66.0,41.0,2023
150162990252316,Lloyd Elem School,70.0,53.0,65.0,51.0,2023
150162990252896,Little Village Elem School,45.0,51.0,46.0,40.0,2023
150162990252315,Linne Elem School,44.0,46.0,60.0,35.0,2023
150162990250833,Lindblom Math & Science Acad HS,74.0,45.0,68.0,63.0,2023
150162990250047,Lincoln Park High School,60.0,25.0,53.0,41.0,2023
150162990252314,Lincoln Elem School,77.0,67.0,94.0,62.0,2023
150162990252313,Libby Elem School,52.0,44.0,48.0,44.0,2023
150162990252311,Lewis Elem School,40.0,20.0,28.0,32.0,2023
150162990252856,Lenart Elem Regional Gifted Ctr,58.0,28.0,64.0,37.0,2023
150162990252714,Leland Elem School,24.0,13.0,11.0,19.0,2023
15016299025019,Legal Prep Academy Charter HS,46.0,38.0,59.0,34.0,2023
15016299025221,Legacy Elem Charter School,69.0,43.0,48.0,43.0,2023
150162990252703,Lee Elem School,80.0,83.0,84.0,63.0,2023
15016299025273,LEARN Chtr-Campbell Campus,69.0,54.0,49.0,48.0,2023
15016299025274,LEARN Chtr - South Chicago Campus,55.0,39.0,41.0,36.0,2023
15016299025109,LEARN Chtr - Middle School,77.0,45.0,30.0,36.0,2023
15016299025283,LEARN Chtr - Butler,83.0,82.0,92.0,58.0,2023
15016299025276,LEARN Chtr - 7th Campus,81.0,26.0,33.0,55.0,2023
15016299025275,LEARN Chtr -  Hunter Perkins Campus,55.0,12.0,38.0,40.0,2023
15016299025272,LEARN Charter Excel Campus,71.0,50.0,53.0,39.0,2023
150162990252309,Lawndale Elem Community Academy,62.0,42.0,49.0,35.0,2023
150162990252492,Lavizzo Elem School,70.0,76.0,58.0,41.0,2023
150162990252955,LaSalle II Lang Acad Elem Sch,61.0,60.0,73.0,40.0,2023
150162990252306,LaSalle Elem Language Academy,66.0,34.0,73.0,58.0,2023
150162990252900,Lara Elem Academy,48.0,56.0,67.0,35.0,2023
150162990252704,Langford A Elem School,63.0,61.0,55.0,50.0,2023
150162990250027,Lane Technical High School,81.0,52.0,71.0,74.0,2023
150162990250026,Lake View High School,70.0,41.0,46.0,52.0,2023
150162990252304,Kozminski Elem Community Academy,34.0,19.0,45.0,17.0,2023
15016299025103,KIPP Chicago Charters - Bloom Campus,62.0,59.0,48.0,39.0,2023
15016299025282,KIPP Chicago Charters - Ascend Academy,58.0,57.0,46.0,35.0,2023
15016299025245,KIPP Chicago Charter School - KIPP One Academy,58.0,54.0,55.0,38.0,2023
15016299025101,KIPP Academy Chicago Campus,51.0,23.0,24.0,37.0,2023
150162990252300,Kipling Elem School,60.0,58.0,43.0,38.0,2023
150162990252299,Kinzie Elem School,81.0,66.0,78.0,63.0,2023
150162990250039,King College Prep High School,72.0,47.0,64.0,55.0,2023
150162990252267,King Academy of Social Justice,54.0,48.0,33.0,37.0,2023
150162990252296,Kilmer Elem School,70.0,35.0,58.0,64.0,2023
150162990252294,Kershaw Elem School,63.0,53.0,52.0,51.0,2023
150162990250025,Kenwood Academy High School,93.0,69.0,89.0,74.0,2023
150162990250024,Kennedy High School,61.0,33.0,49.0,45.0,2023
150162990250023,Kelvyn Park High School,39.0,41.0,38.0,45.0,2023
150162990252293,Kellogg Elem School,73.0,49.0,75.0,48.0,2023
150162990252892,Kellman Corporate Community Elem,54.0,46.0,48.0,37.0,2023
150162990252739,Keller Elem Gifted Magnet School,82.0,99.0,99.0,71.0,2023
150162990252806,Kanoon Elem Magnet School,53.0,85.0,79.0,36.0,2023
150162990252292,Jungman Elem School,81.0,59.0,64.0,59.0,2023
150162990250763,Julian High School,78.0,74.0,58.0,49.0,2023
150162990250767,Juarez Community Academy HS,56.0,52.0,66.0,49.0,2023
150162990252889,Jordan Elem Community School,54.0,38.0,39.0,45.0,2023
150162990252775,Joplin Elem School,51.0,33.0,14.0,30.0,2023
150162990250533,Jones College Prep High School,89.0,23.0,62.0,68.0,2023
150162990252290,Johnson Elem School,44.0,28.0,4.0,34.0,2023
150162990252288,Jensen Elem Scholastic Academy,70.0,46.0,47.0,46.0,2023
150162990252285,Jamieson Elem School,69.0,58.0,68.0,57.0,2023
150162990252937,James R Doolittle Academy,50.0,35.0,50.0,50.0,2023
150162990252284,Jahn Elem School,59.0,17.0,49.0,53.0,2023
150162990252046,Jackson M Elem School,50.0,48.0,56.0,38.0,2023
150162990252281,Irving Elem School,39.0,38.0,34.0,18.0,2023
15016299025022,Intrinsic Charter High School,66.0,52.0,84.0,65.0,2023
150162990252358,Inter-American Elem Magnet School,73.0,,,56.0,2023
150162990250837,Infinity Math  Science & Tech HS,49.0,48.0,55.0,56.0,2023
15016299025020,IJLA Charter High School,95.0,71.0,,84.0,2023
15016299025012,IHSCA Charter High School,40.0,19.0,31.0,38.0,2023
150162990250021,Hyde Park Academy High School,79.0,54.0,48.0,47.0,2023
150162990252280,Hurley Elem School,51.0,50.0,61.0,34.0,2023
150162990252620,Hughes L Elem School,50.0,39.0,43.0,29.0,2023
150162990252276,Hughes  C Elem School,76.0,63.0,57.0,45.0,2023
150162990250020,Hubbard High School,54.0,65.0,68.0,50.0,2023
150162990252275,Hoyne Elem School,,61.0,64.0,,2023
150162990252273,Howe Elem School,82.0,39.0,33.0,74.0,2023
15016299025240,Horizon Sci Academy - Southwest Charter,49.0,48.0,46.0,36.0,2023
150162990252961,Hope Learning Academy,,,,,2023
150162990252270,Holmes Elem School,39.0,26.0,,14.0,2023
150162990252269,Holden Elem School,60.0,65.0,73.0,45.0,2023
150162990252268,Hitch Elem School,60.0,43.0,54.0,47.0,2023
150162990250019,Hirsch Metropolitan High School,59.0,69.0,55.0,37.0,2023
150162990252266,Higgins Elem Community Academy,59.0,47.0,43.0,33.0,2023
150162990252265,Hibbard Elem School,45.0,32.0,47.0,53.0,2023
150162990252263,Herzl Elem School,35.0,40.0,26.0,26.0,2023
150162990252597,Hernandez Middle School,61.0,70.0,60.0,30.0,2023
150162990252260,Henry Elem School,,58.0,58.0,,2023
150162990252259,Hendricks Elem Community Academy,71.0,33.0,35.0,49.0,2023
150162990252258,Henderson Elem School,86.0,64.0,46.0,88.0,2023
150162990252257,Hefferan Elem School,55.0,31.0,16.0,44.0,2023
150162990252256,Hedges Elem School,38.0,14.0,36.0,32.0,2023
150162990252255,Hearst Elem School,42.0,24.0,19.0,39.0,2023
150162990252254,Healy Elem School,59.0,65.0,71.0,47.0,2023
150162990252252,Hayt Elem School,53.0,45.0,54.0,39.0,2023
150162990252636,Hay Elem Community Academy,62.0,43.0,42.0,47.0,2023
150162990252249,Hawthorne Elem Scholastic Academy,78.0,60.0,87.0,74.0,2023
150162990252247,Haugan Elem School,64.0,47.0,54.0,61.0,2023
150162990252246,Harvard Elem School,35.0,36.0,23.0,16.0,2023
150162990252052,Harriet Tubman Elem School,61.0,56.0,82.0,43.0,2023
150162990250016,Harlan Community Academy HS,53.0,34.0,15.0,14.0,2023
150162990252726,Hanson Park Elem School,46.0,39.0,60.0,31.0,2023
150162990250779,Hancock College Preparatory HS,88.0,47.0,69.0,74.0,2023
150162990252916,Hampton Elem Fine & Perf Arts Sch,32.0,12.0,33.0,16.0,2023
150162990252242,Hammond Elem School,49.0,57.0,68.0,34.0,2023
150162990252241,Hamline Elem School,30.0,42.0,39.0,28.0,2023
150162990252240,Hamilton Elem School,62.0,38.0,76.0,59.0,2023
150162990252092,Haley Elem Academy,65.0,50.0,46.0,39.0,2023
150162990252239,Hale Elem School,69.0,65.0,63.0,50.0,2023
150162990252235,Haines Elem School,49.0,63.0,67.0,40.0,2023
150162990252811,Gunsaulus Elem Scholastic Academy,47.0,49.0,63.0,46.0,2023
150162990252622,Grissom Elem School,61.0,38.0,59.0,40.0,2023
150162990252232,Grimes Elem School,51.0,72.0,71.0,52.0,2023
150162990252231,Gresham Elem School,82.0,69.0,51.0,59.0,2023
150162990252230,Gregory Math & Sci Elem Academy,41.0,41.0,16.0,27.0,2023
150162990252229,Greene N Elem School,99.0,77.0,84.0,92.0,2023
150162990252048,Green  W Elem School,87.0,45.0,46.0,64.0,2023
150162990252227,Greeley Elem School,57.0,45.0,61.0,45.0,2023
15016299025241,Great Lakes Academy Charter ES,54.0,35.0,47.0,38.0,2023
150162990252226,Gray Elem School,61.0,72.0,57.0,47.0,2023
150162990252224,Graham  A Elem School,43.0,41.0,24.0,32.0,2023
150162990252223,Goudy Technology Academy,66.0,77.0,67.0,37.0,2023
150162990250861,Goode STEM Academy HS,51.0,51.0,52.0,50.0,2023
150162990252220,Goethe Elem School,51.0,55.0,74.0,42.0,2023
150162990252236,Gillespie Elem School,49.0,33.0,37.0,36.0,2023
150162990252215,Gary Elem School,59.0,45.0,58.0,48.0,2023
150162990252214,Garvy  J Elem School,67.0,59.0,66.0,51.0,2023
150162990252773,Garvey  M Elem School,73.0,54.0,48.0,51.0,2023
150162990252964,Garcia Lorca Elem School,55.0,41.0,62.0,47.0,2023
150162990252213,Gallistel Elem Language Academy,55.0,48.0,58.0,40.0,2023
150162990252878,Galileo Elem Math & Sci Schol Acd,55.0,62.0,67.0,42.0,2023
150162990252212,Gale Elem Community Academy,40.0,24.0,31.0,31.0,2023
150162990250015,Gage Park High School,63.0,56.0,52.0,50.0,2023
150162990252211,Funston Elem School,54.0,44.0,54.0,39.0,2023
150162990252210,Fulton Elem School,68.0,31.0,30.0,40.0,2023
150162990252209,Fuller Elem School,74.0,41.0,24.0,35.0,2023
150162990252945,Frazier Perspectives Magnet ES,66.0,25.0,13.0,48.0,2023
150162990252207,Franklin Elem Fine Arts Center,66.0,29.0,61.0,43.0,2023
150162990252618,Foster Park Elem School,81.0,48.0,64.0,68.0,2023
150162990252206,Fort Dearborn Elem School,65.0,58.0,39.0,28.0,2023
150162990250013,Foreman High School,48.0,42.0,48.0,39.0,2023
150162990252204,Fiske Elem School,50.0,23.0,24.0,27.0,2023
150162990252893,Finkl Elem School,57.0,51.0,61.0,42.0,2023
150162990252203,Field Elem School,46.0,9.0,21.0,39.0,2023
150162990252202,Fernwood Elem School,69.0,40.0,54.0,50.0,2023
150162990250012,Fenger Academy High School,38.0,57.0,53.0,31.0,2023
150162990250011,Farragut Career Academy HS,44.0,43.0,34.0,44.0,2023
150162990252198,Farnsworth Elem School,56.0,48.0,60.0,41.0,2023
150162990252195,Faraday Elem School,99.0,66.0,70.0,91.0,2023
150162990252194,Falconer Elem School,70.0,66.0,63.0,62.0,2023
150162990252913,Fairfield Elem Academy,30.0,,,25.0,2023
150162990252193,Evers Elem School,58.0,65.0,42.0,32.0,2023
150162990252873,Evergreen Academy Elem School,85.0,80.0,78.0,60.0,2023
150162990252192,Everett Elem School,54.0,85.0,68.0,62.0,2023
150162990252191,Esmond Elem School,53.0,40.0,50.0,32.0,2023
15016299025219,Erie Elem Charter School,48.0,22.0,31.0,41.0,2023
150162990252190,Ericson Elem Scholastic Academy,69.0,41.0,33.0,46.0,2023
15016299025015,EPIC Academy High School,53.0,21.0,26.0,45.0,2023
150162990250867,Englewood STEM High School,64.0,24.0,40.0,39.0,2023
150162990252187,Ellington Elem School,50.0,51.0,45.0,37.0,2023
150162990252185,Edwards Elem School,51.0,54.0,58.0,36.0,2023
150162990252953,Edison Park Elem School,74.0,46.0,72.0,63.0,2023
150162990252184,Edison Elem Regional Gifted Cntr,62.0,43.0,80.0,45.0,2023
150162990252183,Edgebrook Elem School,72.0,56.0,76.0,55.0,2023
150162990252182,Ebinger Elem School,59.0,48.0,69.0,51.0,2023
150162990252181,Eberhart Elem School,43.0,50.0,52.0,33.0,2023
150162990252180,Earle Elem School,75.0,90.0,88.0,47.0,2023
150162990252743,Earhart Elem Opt for Knowl School,71.0,53.0,50.0,34.0,2023
150162990252179,Dvorak Technology Acad Elem Sch,42.0,35.0,43.0,31.0,2023
150162990252933,Durkin Park Elem School,59.0,58.0,57.0,46.0,2023
150162990252177,Dunne Technology Acad Elem Sch,99.0,84.0,61.0,99.0,2023
150162990250531,Dunbar Vocational Career Acad HS,,39.0,36.0,,2023
150162990252175,Dulles Elem School,45.0,62.0,52.0,26.0,2023
150162990252173,Dubois Elem School,50.0,29.0,31.0,41.0,2023
150162990252172,Drummond Elem School,64.0,48.0,85.0,65.0,2023
150162990252169,Drake Elem School,74.0,66.0,73.0,49.0,2023
150162990250831,Douglass Academy High School,78.0,61.0,50.0,62.0,2023
150162990252167,Dore Elem School,51.0,30.0,49.0,44.0,2023
150162990252161,Dixon Elem School,96.0,79.0,89.0,57.0,2023
150162990250053,Disney II Magnet HS,69.0,63.0,75.0,56.0,2023
150162990252949,Disney II Elem School,40.0,60.0,65.0,34.0,2023
150162990252160,Disney Elem Magnet School,62.0,18.0,44.0,43.0,2023
150162990252603,Dirksen Elem School,45.0,,,41.0,2023
150162990252159,Dewey Elem Academy of Fine Arts,62.0,48.0,53.0,48.0,2023
150162990250832,Devry Advantage Academy High Schl,52.0,58.0,,77.0,2023
150162990252158,Dever Elem School,49.0,63.0,64.0,38.0,2023
150162990252154,Dett Elem School,41.0,44.0,36.0,27.0,2023
150162990252605,Depriest Elem School,48.0,34.0,32.0,30.0,2023
150162990252153,Deneen Elem School,71.0,61.0,52.0,46.0,2023
150162990252805,Decatur Classical Elem School,72.0,91.0,97.0,62.0,2023
150162990252825,De Diego Elem Community Academy,34.0,52.0,48.0,17.0,2023
150162990252150,Dawes Elem School,52.0,65.0,58.0,35.0,2023
150162990252149,Davis N Elem School,44.0,34.0,51.0,35.0,2023
150162990252954,Davis M Magnet Elem School,76.0,25.0,42.0,53.0,2023
150162990252148,Darwin Elem School,51.0,54.0,59.0,43.0,2023
150162990252837,Daley Elem Academy,38.0,36.0,29.0,34.0,2023
150162990252113,Daisy Bates Academy of Social Justice,79.0,46.0,37.0,44.0,2023
150162990252799,Curtis Elem School,57.0,14.0,14.0,30.0,2023
150162990250617,Curie Metropolitan High School,55.0,36.0,40.0,44.0,2023
150162990252637,Cullen Elem School,78.0,56.0,37.0,53.0,2023
150162990252617,Cuffe Math-Sci Tech Elem Academy,68.0,55.0,53.0,52.0,2023
150162990252147,Crown Elem Comm Acd Fine Arts Ctr,55.0,,,30.0,2023
150162990250052,Crane Medical Prep HS,55.0,34.0,18.0,45.0,2023
150162990252921,Courtenay Elem Language Arts Ctr,65.0,48.0,59.0,60.0,2023
150162990250543,Corliss High School,61.0,45.0,42.0,39.0,2023
150162990252145,Corkery Elem School,39.0,,,37.0,2023
150162990252142,Cooper Elem Dual Language Academy,45.0,33.0,43.0,49.0,2023
150162990252141,Coonley Elem School,57.0,40.0,63.0,52.0,2023
150162990252139,Cook Elem School,50.0,22.0,8.0,38.0,2023
150162990252138,Columbus Elem School,53.0,51.0,68.0,50.0,2023
150162990252919,Columbia Explorers Elem Academy,72.0,70.0,78.0,58.0,2023
150162990250841,Collins Academy High School,83.0,76.0,51.0,57.0,2023
150162990252136,Coles Elem Language Academy,50.0,,,27.0,2023
150162990252918,Colemon J Elem Academy,79.0,84.0,94.0,36.0,2023
150162990252135,Clissold Elem School,49.0,49.0,62.0,30.0,2023
150162990252134,Clinton Elem School,80.0,71.0,74.0,76.0,2023
150162990252133,Cleveland Elem School,53.0,48.0,72.0,51.0,2023
150162990250545,Clemente Community Academy HS,52.0,21.0,36.0,39.0,2023
150162990252132,Clay Elem School,47.0,55.0,62.0,27.0,2023
150162990250827,Clark Acad Prep Magnet High Schl,66.0,37.0,48.0,45.0,2023
150162990252700,Clark  G R Elem School,68.0,68.0,75.0,52.0,2023
150162990252936,Claremont Academy Elem School,91.0,53.0,57.0,99.0,2023
15016299025278,CICS - Wrightwood,78.0,69.0,63.0,47.0,2023
15016299025251,CICS - West Belden Campus,48.0,53.0,53.0,39.0,2023
15016299025249,CICS - Washington Pk Campus,51.0,25.0,23.0,24.0,2023
15016299025083,CICS - Ralph Ellison Campus,42.0,26.0,30.0,32.0,2023
15016299025248,CICS - Prairie Campus,55.0,35.0,45.0,33.0,2023
15016299025082,CICS - Northtown  Campus,67.0,64.0,70.0,58.0,2023
15016299025255,CICS - Loomis Primary Campus,,14.0,14.0,,2023
15016299025247,CICS - Longwood Campus,46.0,41.0,24.0,23.0,2023
15016299025254,CICS - Irving Park Campus,45.0,53.0,61.0,29.0,2023
15016299025246,CICS - Bucktown Campus,49.0,56.0,64.0,31.0,2023
15016299025280,CICS - Bond Campus,81.0,62.0,55.0,54.0,2023
15016299025277,CICS - Basil Campus,65.0,55.0,41.0,40.0,2023
15016299025252,CICS - Avalon/South Shore,61.0,25.0,22.0,27.0,2023
15016299025235,Christopher House Chrt ES,50.0,18.0,55.0,48.0,2023
150162990252904,Christopher Elem School,40.0,39.0,45.0,42.0,2023
150162990252155,Chopin Elem School,33.0,42.0,37.0,24.0,2023
150162990252283,Chicago World Language Academy,55.0,38.0,57.0,42.0,2023
150162990250526,Chicago Vocational Career Acad HS,64.0,56.0,52.0,37.0,2023
150162990250850,Chicago Technology Academy HS,55.0,51.0,43.0,53.0,2023
150162990250795,Chicago Military Academy HS,55.0,5.0,40.0,36.0,2023
15016299025217,Chicago Math & Sci Elem Charter,69.0,46.0,46.0,63.0,2023
150162990250851,Chicago HS for the Arts,,25.0,50.0,,2023
150162990250772,Chicago HS for Agricult Sciences,57.0,69.0,77.0,51.0,2023
150162990250862,Chicago Excel Academy HS,73.0,28.0,20.0,53.0,2023
15016299025236,Chicago Collegiate Charter School,50.0,58.0,39.0,35.0,2023
150162990250820,Chicago Academy High School,80.0,41.0,45.0,72.0,2023
150162990252920,Chicago Academy Elem School,58.0,45.0,56.0,54.0,2023
150162990252886,Chavez Elem Multicultural Acad Ct,56.0,55.0,63.0,47.0,2023
150162990252130,Chase Elem School,51.0,40.0,60.0,49.0,2023
150162990252129,Chappell Elem School,62.0,61.0,85.0,43.0,2023
150162990252128,Chalmers Elem Specialty School,60.0,35.0,33.0,63.0,2023
150162990252127,Cather Elem School,39.0,35.0,31.0,26.0,2023
15016299025228,Catalyst Charter-Circle Rock ES,75.0,59.0,55.0,51.0,2023
15016299025232,Catalyst Charter - Maria ES,68.0,65.0,93.0,58.0,2023
150162990252126,Cassell Elem School,88.0,76.0,84.0,80.0,2023
150162990252862,Casals Elem School,86.0,49.0,54.0,87.0,2023
150162990252372,Carver Primary School,68.0,70.0,60.0,34.0,2023
150162990250006,Carver Military Academy HS,68.0,38.0,45.0,51.0,2023
150162990252123,Carter Elem School,40.0,36.0,38.0,28.0,2023
150162990252876,Carson Elem School,48.0,45.0,54.0,33.0,2023
150162990252122,Carroll Elem School,63.0,66.0,70.0,37.0,2023
150162990252120,Carnegie Elem School,65.0,58.0,57.0,38.0,2023
150162990252783,Cardenas Elem School,59.0,57.0,58.0,48.0,2023
150162990252119,Canty Elem School,62.0,55.0,60.0,51.0,2023
150162990252963,Camras Elem School,42.0,41.0,44.0,35.0,2023
150162990252118,Cameron Elem School,70.0,60.0,53.0,49.0,2023
150162990252934,Calmeca Acad Elem School,52.0,58.0,62.0,46.0,2023
150162990252112,Byrne Elem School,55.0,49.0,57.0,40.0,2023
150162990252109,Burroughs Elem School,78.0,66.0,56.0,60.0,2023
150162990252108,Burr Elem School,58.0,68.0,71.0,50.0,2023
150162990252107,Burnside Elem Scholastic Academy,82.0,60.0,51.0,55.0,2023
150162990252105,Burnham Elem Inclusive Academy,52.0,33.0,40.0,38.0,2023
150162990252104,Burley Elem School,61.0,42.0,72.0,50.0,2023
150162990252103,Burke Elem School,64.0,,,33.0,2023
150162990252102,Burbank Elem School,62.0,64.0,70.0,52.0,2023
150162990252101,Budlong Elem School,68.0,49.0,74.0,54.0,2023
150162990252110,Brunson Math & Sci Specialty Elem,53.0,50.0,60.0,39.0,2023
150162990252098,Brownell Elem School,69.0,23.0,,57.0,2023
150162990252367,Brown R Elem Community Acad,89.0,49.0,60.0,72.0,2023
150162990252097,Brown  W Elem School,78.0,39.0,58.0,53.0,2023
150162990250788,Brooks College Prep Academy HS,92.0,61.0,76.0,70.0,2023
150162990250834,Bronzeville Scholastic HS,78.0,54.0,57.0,46.0,2023
150162990252972,Bronzeville Classical Elementary School,60.0,53.0,78.0,38.0,2023
150162990252870,Brighton Park Elem School,63.0,35.0,52.0,55.0,2023
150162990252096,Bright Elem School,30.0,30.0,40.0,22.0,2023
150162990252095,Bridge Elem School,59.0,42.0,50.0,39.0,2023
150162990252244,Bret Harte Elem School,65.0,50.0,69.0,42.0,2023
150162990252094,Brentano Elem Math & Science Acad,63.0,53.0,75.0,61.0,2023
150162990252093,Brennemann Elem School,44.0,29.0,34.0,40.0,2023
150162990252090,Bradwell Comm Arts & Sci Elem Sch,49.0,38.0,26.0,24.0,2023
150162990250824,Bowen High School,55.0,41.0,35.0,39.0,2023
150162990252100,Bouchet Elem Math & Science Acad,77.0,66.0,57.0,52.0,2023
150162990252088,Bond Elem School,81.0,65.0,58.0,66.0,2023
150162990250003,Bogan High School,62.0,52.0,46.0,38.0,2023
150162990253761,Blair Early Childhood Center,,96.0,99.0,,2023
150162990252087,Blaine Elem School,54.0,32.0,59.0,51.0,2023
150162990252086,Black Magnet Elem School,,75.0,77.0,,2023
150162990252083,Bennett Elem School,71.0,,,49.0,2023
150162990252923,Belmont-Cragin Elem School,46.0,64.0,74.0,39.0,2023
150162990252082,Bell Elem School,47.0,30.0,59.0,52.0,2023
150162990252081,Belding Elem School,54.0,70.0,78.0,54.0,2023
150162990252080,Beidler Elem School,82.0,42.0,48.0,50.0,2023
150162990252079,Beethoven Elem School,52.0,32.0,27.0,36.0,2023
150162990252078,Beaubien Elem School,67.0,59.0,79.0,65.0,2023
150162990252800,Beasley Elem Magnet Academic Ctr,58.0,54.0,53.0,26.0,2023
150162990253760,Beard Elem School,,47.0,80.0,,2023
150162990252070,Bateman Elem School,50.0,84.0,84.0,50.0,2023
150162990252069,Bass Elem School,74.0,40.0,35.0,56.0,2023
150162990252068,Barton Elem School,52.0,55.0,39.0,27.0,2023
150162990252067,Barry Elem School,59.0,36.0,62.0,57.0,2023
150162990252066,Barnard Elem Comp Math & Sci Ctr,31.0,50.0,47.0,7.0,2023
150162990250014,Back of The Yards IB HS,75.0,49.0,62.0,63.0,2023
150162990252966,Azuela Elem School,54.0,47.0,64.0,39.0,2023
150162990252881,Avondale - Logandale Elementary School,66.0,61.0,63.0,53.0,2023
150162990252063,Avalon Park Elem School,56.0,40.0,30.0,34.0,2023
150162990250844,Austin College and Career Academy High School,52.0,50.0,40.0,42.0,2023
150162990252062,Audubon Elem School,,56.0,75.0,,2023
15016299025110,ASPIRA Charter - Haugan Campus,76.0,49.0,,63.0,2023
15016299025074,ASPIRA Charter - Early College Prep HS,59.0,75.0,77.0,56.0,2023
15016299025079,Aspira Charter - Business and Finance HS,52.0,35.0,28.0,53.0,2023
15016299025214,Asian Human Services -Passage Chrtr,54.0,31.0,59.0,41.0,2023
150162990252437,Ashe Elem School,61.0,44.0,44.0,44.0,2023
150162990252922,Ashburn Community Elem School,48.0,38.0,53.0,39.0,2023
15016299025111,Art in Motion Charter School,,30.0,34.0,,2023
150162990252059,Armstrong G Elem IntL Studies,70.0,74.0,71.0,54.0,2023
150162990252058,Armour Elem School,70.0,64.0,59.0,57.0,2023
150162990252895,Ariel Elem Community Academy,42.0,45.0,48.0,22.0,2023
150162990250001,Amundsen High School,71.0,60.0,78.0,57.0,2023
150162990252054,Aldridge Elem School,58.0,44.0,44.0,43.0,2023
150162990252053,Alcott Elem School,65.0,62.0,78.0,50.0,2023
150162990250849,Alcott College Prep,57.0,60.0,63.0,61.0,2023
150162990252850,Albany Park Multicultural Elem,59.0,81.0,56.0,37.0,2023
150162990250848,Air Force Acad High School,64.0,42.0,44.0,53.0,2023
150162990252051,Addams Elem School,40.0,,,33.0,2023
15016299025268,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,52.0,53.0,72.0,43.0,2023
15016299025049,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,35.0,29.0,33.0,30.0,2023
15016299025266,Acero Chtr Sch Network- Sandra Cisneros Elem School,48.0,21.0,45.0,42.0,2023
15016299025086,Acero Chtr Sch Network Victoria Soto Campus,61.0,43.0,56.0,63.0,2023
15016299025264,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,58.0,48.0,68.0,46.0,2023
15016299025260,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,58.0,66.0,69.0,51.0,2023
15016299025285,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,39.0,23.0,45.0,43.0,2023
15016299025263,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,41.0,44.0,58.0,40.0,2023
15016299025259,Acero Chtr Sch Network - Octavio Paz Elem School,48.0,24.0,57.0,43.0,2023
15016299025267,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,58.0,56.0,70.0,50.0,2023
15016299025261,Acero Chtr Sch Network - Carlos Fuentes  Elem School,63.0,59.0,63.0,61.0,2023
